Country,Location,Type,Lat,Lon,Temp_Min,Temp_Max,Temp_Avg,Wind_Avg,Wind_Max,Precip_Total,Cloud_Avg
Sweden,Helsingborg,city,56.0465,12.6945,-1.7,-1.0,-1.3,7.2,7.7,0.0,7.6
Sweden,Linköping,city,58.4108,15.6214,-4.8,-2.4,-3.7,5.0,5.9,0.0,8.0
Sweden,Västerås,city,59.6099,16.5448,-7.7,-3.1,-5.3,3.8,4.1,0.0,6.6
Sweden,Malmö,major_city,55.605,13.0038,-1.4,-0.6,-0.9,7.7,8.6,0.0,7.5
Sweden,Norrköping,city,58.5877,16.1924,-3.8,-1.3,-2.7,4.6,6.3,0.0,7.9
Sweden,Gothenburg,major_city,57.7089,11.9746,-3.6,-2.1,-2.9,4.9,5.3,0.0,8.0
Sweden,Stockholm,major_city,59.3293,18.0686,-5.9,-2.1,-3.8,4.0,4.9,0.0,6.5
Sweden,Uppsala,city,59.8586,17.6389,-10.2,-2.8,-6.5,2.8,3.3,0.0,6.4
Sweden,Örebro,city,59.2753,15.2134,-5.5,-2.9,-4.4,3.3,4.2,0.0,7.9
Sweden,Jönköping,city,57.7826,14.1618,-5.0,-3.2,-4.1,4.1,4.6,0.0,7.9
Sweden,Luleå,hydro_region,65.5848,22.1547,-21.6,-16.7,-19.1,1.8,2.0,0.0,7.9
Sweden,Kiruna,hydro_region,67.8558,20.2253,-24.5,-21.4,-23.3,3.6,6.2,0.0,3.6
Sweden,Umeå,hydro_region,63.8258,20.263,-13.9,-10.8,-12.1,1.9,2.4,0.0,8.0
Sweden,Sundsvall,hydro_region,62.3908,17.3069,-8.9,-4.4,-6.3,1.6,2.7,1.2,8.0
Sweden,Östersund,hydro_region,63.1792,14.6357,-12.9,-9.3,-10.6,3.8,4.1,0.0,7.8
Sweden,Halland (Varberg),wind_region,57.1057,12.2508,-2.9,-2.1,-2.5,6.8,7.2,0.0,7.2
Sweden,Öland (Borgholm),wind_region,56.8797,16.6564,-3.3,-2.2,-2.6,9.3,9.7,0.0,7.8
Sweden,Gällivare,hydro_region,67.1355,20.667,-28.8,-26.1,-27.6,1.0,1.9,0.0,6.4
Sweden,Gotland (Visby),wind_region,57.6348,18.2948,-5.3,-3.0,-4.4,6.2,6.9,0.0,5.0
Sweden,Skåne (Kristianstad),wind_region,56.0294,14.1567,-2.5,-1.7,-2.0,8.3,8.7,0.30000000000000004,7.5
Sweden,Borlänge,industrial,60.4858,15.4371,-12.9,-6.9,-9.8,0.8,2.4,0.0,7.9
Sweden,Blekinge (Karlskrona),wind_region,56.1612,15.5869,-2.7,-2.0,-2.3,10.8,11.1,0.0,7.9
Sweden,Trollhättan,industrial,58.2837,12.2886,-5.8,-3.6,-4.8,3.9,5.0,0.0,8.0
Sweden,Sandviken,industrial,60.616,16.7709,-12.4,-3.5,-8.7,2.0,2.8,0.0,5.6
Norway,Tromsø,hydro_region,69.6492,18.9553,-13.3,-11.3,-12.1,2.0,3.7,0.0,3.4
Norway,Ålesund,hydro_region,62.4722,6.1549,-3.4,-0.2,-2.3,2.5,3.8,0.0,7.8
Norway,Bergen,major_city,60.3913,5.3221,-7.4,-2.8,-5.3,1.0,1.6,0.0,7.8
Norway,Bodø,hydro_region,67.2804,14.4049,-7.6,-6.2,-7.0,10.4,11.3,0.0,2.3
Norway,Kristiansand,hydro_region,58.1599,8.0182,-4.7,-1.3,-2.0,8.4,9.0,1.6000000000000003,7.9
Norway,Oslo,major_city,59.9139,10.7522,-7.7,-5.4,-6.2,5.4,6.1,0.0,7.4
Norway,Trondheim,major_city,63.4305,10.3951,-13.1,-7.9,-10.0,2.1,4.6,0.0,5.8
Norway,Stavanger,major_city,58.97,5.7331,-1.7,-0.7,-1.3,6.9,8.3,0.0,7.9
Finland,Helsinki,major_city,60.1699,24.9384,-17.9,-13.7,-16.0,3.2,3.9,0.0,6.6
Finland,Lapland (Rovaniemi),wind_region,66.5039,25.7294,-31.1,-27.2,-29.5,0.7,1.2,0.0,6.7
Finland,Eurajoki (Olkiluoto),nuclear,61.2351,21.4845,-20.9,-15.3,-18.6,2.5,2.7,0.0,5.2
Finland,Turku,major_city,60.4518,22.2666,-20.3,-13.8,-17.7,3.1,3.3,0.0,1.6
