Country,Location,Type,Lat,Lon,Temp_Min,Temp_Max,Temp_Avg,Wind_Avg,Wind_Max,Precip_Total,Cloud_Avg
Sweden,Linköping,city,58.4108,15.6214,-8.1,-5.7,-7.1,4.1,4.9,0.0,7.9
Sweden,Uppsala,city,59.8586,17.6389,-17.5,-7.4,-11.8,1.4,1.8,0.0,4.2
Sweden,Stockholm,major_city,59.3293,18.0686,-12.5,-4.5,-8.2,3.0,4.0,0.0,5.3
Sweden,Jönköping,city,57.7826,14.1618,-6.1,-2.3,-4.1,3.8,4.6,0.0,5.1
Sweden,Malmö,major_city,55.605,13.0038,-3.8,-0.1,-1.7,8.3,9.3,0.0,4.5
Sweden,Gothenburg,major_city,57.7089,11.9746,-6.9,-1.1,-3.2,5.6,6.8,0.0,2.1
Sweden,Västerås,city,59.6099,16.5448,-14.3,-7.1,-10.6,2.9,3.8,0.0,2.0
Sweden,Norrköping,city,58.5877,16.1924,-7.4,-4.9,-6.3,4.9,5.5,0.0,7.8
Sweden,Helsingborg,city,56.0465,12.6945,-3.3,0.5,-1.3,8.4,9.0,0.0,4.1
Sweden,Örebro,city,59.2753,15.2134,-10.4,-6.0,-8.7,3.2,3.5,0.0,4.5
Sweden,Luleå,hydro_region,65.5848,22.1547,-21.4,-18.0,-20.1,1.8,2.2,0.0,6.6
Sweden,Kiruna,hydro_region,67.8558,20.2253,-15.8,-12.3,-14.0,1.5,1.9,0.0,3.7
Sweden,Umeå,hydro_region,63.8258,20.263,-25.2,-16.3,-21.3,1.1,1.7,0.0,1.1
Sweden,Östersund,hydro_region,63.1792,14.6357,-20.5,-11.9,-16.6,2.7,3.8,0.0,0.1
Sweden,Sundsvall,hydro_region,62.3908,17.3069,-22.1,-15.0,-19.2,1.1,2.0,0.0,2.4
Sweden,Halland (Varberg),wind_region,57.1057,12.2508,-5.1,-0.6,-2.7,7.3,7.9,0.0,2.2
Sweden,Gotland (Visby),wind_region,57.6348,18.2948,-6.6,-1.0,-4.1,4.9,6.2,0.0,1.3
Sweden,Gällivare,hydro_region,67.1355,20.667,-19.3,-14.1,-16.7,2.2,3.0,0.0,7.2
Sweden,Öland (Borgholm),wind_region,56.8797,16.6564,-2.7,0.1,-1.2,8.4,9.0,0.0,3.3
Sweden,Skåne (Kristianstad),wind_region,56.0294,14.1567,-2.6,0.1,-1.4,8.5,9.2,0.0,5.7
Sweden,Blekinge (Karlskrona),wind_region,56.1612,15.5869,-2.5,0.1,-1.1,10.4,11.4,0.0,4.2
Sweden,Borlänge,industrial,60.4858,15.4371,-21.5,-9.0,-14.5,0.5,0.9,0.0,5.6
Sweden,Sandviken,industrial,60.616,16.7709,-18.4,-8.7,-14.0,0.7,0.8,0.0,3.8
Sweden,Trollhättan,industrial,58.2837,12.2886,-8.1,-2.5,-4.9,4.3,5.3,0.0,4.5
Norway,Trondheim,major_city,63.4305,10.3951,-13.2,-6.7,-11.0,1.0,1.7,0.0,0.3
Norway,Tromsø,hydro_region,69.6492,18.9553,-1.2,-0.4,-0.8,4.5,5.5,0.30000000000000004,6.9
Norway,Kristiansand,hydro_region,58.1599,8.0182,-3.2,-0.7,-1.4,8.6,9.5,0.1,8.0
Norway,Oslo,major_city,59.9139,10.7522,-8.1,-5.6,-6.7,4.1,5.5,0.0,8.0
Norway,Bergen,major_city,60.3913,5.3221,-7.9,-3.4,-5.3,0.7,1.2,0.0,7.6
Norway,Ålesund,hydro_region,62.4722,6.1549,-5.9,-1.2,-3.7,2.4,3.5,0.0,7.4
Norway,Bodø,hydro_region,67.2804,14.4049,-4.3,-2.8,-3.4,4.8,5.3,0.0,1.9
Norway,Stavanger,major_city,58.97,5.7331,-3.6,-0.8,-1.5,6.8,7.9,0.0,7.9
Finland,Tampere,major_city,61.4978,23.761,-25.2,-15.4,-18.0,0.6,2.0,0.0,6.6
Finland,Turku,major_city,60.4518,22.2666,-21.3,-11.1,-14.8,1.5,3.1,0.0,5.3
Finland,Espoo,major_city,60.2055,24.6559,-19.5,-11.4,-16.5,2.3,2.9,0.0,1.6
Finland,Eurajoki (Olkiluoto),nuclear,61.2351,21.4845,-24.2,-9.6,-13.5,1.2,1.6,0.0,6.5
Finland,Lapland (Rovaniemi),wind_region,66.5039,25.7294,-16.2,-13.9,-14.6,1.5,2.2,0.0,7.0
Finland,Oulu,major_city,65.0121,25.4651,-21.4,-18.5,-20.3,1.6,2.2,0.0,8.0
Finland,Loviisa,nuclear,60.3681,26.3581,-18.0,-12.1,-15.2,3.8,4.1,0.0,4.3
Finland,Vaasa,wind_region,63.096,21.6158,-17.9,-11.0,-15.1,1.8,2.4,0.5,8.0
Finland,Helsinki,major_city,60.1699,24.9384,-17.4,-11.5,-14.6,3.6,4.0,0.0,2.4
Denmark,Aalborg,major_city,57.0488,9.9187,-2.5,-0.6,-1.4,9.0,9.6,0.0,4.8
Denmark,Odense,major_city,55.4038,10.4024,-2.5,-0.7,-1.5,10.3,10.9,0.0,3.0
Denmark,Aarhus,major_city,56.1629,10.2039,-3.0,-0.5,-1.5,11.0,11.7,0.0,3.9
Denmark,Bornholm (Rønne),wind_region,55.1003,14.7005,-4.3,-1.0,-2.5,8.4,8.9,0.0,4.4
Denmark,Copenhagen,major_city,55.6761,12.5683,-3.2,0.1,-1.3,8.9,9.7,0.0,4.1
Denmark,Esbjerg,wind_region,55.4669,8.4597,-3.3,-0.8,-1.7,13.3,14.0,0.0,3.8
Denmark,Ringkøbing,wind_region,56.0905,8.244,-3.1,-0.8,-1.9,12.5,13.0,0.0,2.9
