Country,Location,Type,Lat,Lon,Temp_Min,Temp_Max,Temp_Avg,Wind_Avg,Wind_Max,Precip_Total,Cloud_Avg
Sweden,Linköping,city,58.4108,15.6214,3.3,7.4,4.9,3.8,4.8,0.0,0.0
Sweden,Uppsala,city,59.8586,17.6389,3.1,7.5,5.1,6.1,6.6,0.0,0.2
Sweden,Helsingborg,city,56.0465,12.6945,3.4,5.9,4.7,3.3,4.0,0.0,0.0
Sweden,Gothenburg,major_city,57.7089,11.9746,3.6,5.3,4.2,3.6,4.0,0.0,0.0
Sweden,Jönköping,city,57.7826,14.1618,3.2,7.2,4.7,3.1,3.3,0.0,0.0
Sweden,Örebro,city,59.2753,15.2134,4.6,5.1,4.7,6.4,6.6,0.0,0.5
Sweden,Malmö,major_city,55.605,13.0038,4.9,8.3,6.1,2.9,3.2,0.0,0.0
Sweden,Västerås,city,59.6099,16.5448,4.3,6.9,5.1,6.8,7.0,0.0,0.3
Sweden,Norrköping,city,58.5877,16.1924,3.5,9.0,6.0,3.5,4.1,0.0,0.0
Sweden,Stockholm,major_city,59.3293,18.0686,5.0,7.1,6.4,4.9,5.4,0.0,0.0
Sweden,Luleå,hydro_region,65.5848,22.1547,1.1,1.6,1.5,4.8,5.5,0.0,8.0
Sweden,Kiruna,hydro_region,67.8558,20.2253,1.3,1.8,1.5,7.7,9.6,0.0,8.0
Sweden,Sundsvall,hydro_region,62.3908,17.3069,3.5,6.2,4.5,2.1,2.8,0.0,3.7
Sweden,Umeå,hydro_region,63.8258,20.263,3.1,3.9,3.5,3.6,4.0,0.0,8.0
Sweden,Skåne (Kristianstad),wind_region,56.0294,14.1567,0.9,7.7,3.6,1.6,2.4,0.0,0.0
Sweden,Gotland (Visby),wind_region,57.6348,18.2948,2.9,5.4,4.0,6.1,6.4,0.0,0.0
Sweden,Gällivare,hydro_region,67.1355,20.667,2.7,3.4,3.0,7.0,8.0,0.0,6.5
Sweden,Öland (Borgholm),wind_region,56.8797,16.6564,2.4,6.3,4.1,5.8,6.4,0.0,0.0
Sweden,Östersund,hydro_region,63.1792,14.6357,3.4,5.3,4.3,5.6,7.6,0.0,8.0
Sweden,Halland (Varberg),wind_region,57.1057,12.2508,3.4,4.1,3.8,4.1,4.8,0.0,0.0
Sweden,Blekinge (Karlskrona),wind_region,56.1612,15.5869,1.5,2.1,1.7,0.6,1.3,0.0,0.7
Sweden,Borlänge,industrial,60.4858,15.4371,2.5,4.2,3.0,4.9,5.2,0.0,1.5
Sweden,Sandviken,industrial,60.616,16.7709,2.8,5.6,3.9,5.8,6.4,0.0,0.0
Sweden,Trollhättan,industrial,58.2837,12.2886,2.4,3.4,2.7,3.5,4.2,0.0,0.7
Norway,Trondheim,major_city,63.4305,10.3951,2.7,6.1,4.3,4.3,7.0,1.3,7.5
Norway,Oslo,major_city,59.9139,10.7522,2.9,3.5,3.3,5.1,6.5,0.0,8.0
Norway,Tromsø,hydro_region,69.6492,18.9553,3.7,5.2,4.4,9.5,10.6,1.7,8.0
Norway,Stavanger,major_city,58.97,5.7331,4.6,5.7,5.3,3.1,5.7,1.4999999999999998,6.2
Norway,Bodø,hydro_region,67.2804,14.4049,4.9,6.6,5.9,11.2,15.3,2.4,7.0
Norway,Kristiansand,hydro_region,58.1599,8.0182,4.5,4.9,4.8,4.5,5.4,0.1,8.0
Norway,Ålesund,hydro_region,62.4722,6.1549,4.3,6.3,5.4,14.4,15.8,1.7000000000000002,7.5
Norway,Bergen,major_city,60.3913,5.3221,5.0,5.6,5.2,4.7,8.1,0.0,4.2
Finland,Tampere,major_city,61.4978,23.761,2.1,5.4,3.4,5.3,5.5,0.0,0.7
Finland,Espoo,major_city,60.2055,24.6559,1.8,2.7,2.3,4.6,4.9,0.0,1.5
Finland,Helsinki,major_city,60.1699,24.9384,2.8,3.8,3.4,6.3,6.9,0.0,1.3
Finland,Lapland (Rovaniemi),wind_region,66.5039,25.7294,1.5,2.0,1.7,5.0,5.7,0.1,8.0
Finland,Loviisa,nuclear,60.3681,26.3581,2.5,3.8,3.1,6.9,7.3,0.0,0.3
Finland,Oulu,major_city,65.0121,25.4651,3.6,4.3,4.0,4.1,4.6,0.0,7.8
Finland,Vaasa,wind_region,63.096,21.6158,3.3,4.6,3.9,7.0,7.3,0.0,0.7
Finland,Turku,major_city,60.4518,22.2666,2.9,3.4,3.1,4.8,5.6,0.0,1.8
Finland,Eurajoki (Olkiluoto),nuclear,61.2351,21.4845,4.1,4.5,4.3,5.5,6.6,0.0,0.3
Denmark,Aalborg,major_city,57.0488,9.9187,2.3,7.5,4.3,2.3,2.8,0.0,0.0
Denmark,Ringkøbing,wind_region,56.0905,8.244,2.1,4.9,2.9,2.6,4.1,0.0,0.7
Denmark,Odense,major_city,55.4038,10.4024,3.8,9.0,5.9,2.0,2.6,0.0,0.0
Denmark,Aarhus,major_city,56.1629,10.2039,3.5,6.0,4.6,2.1,2.4,0.0,0.0
Denmark,Esbjerg,wind_region,55.4669,8.4597,4.4,9.6,6.9,1.6,3.6,0.0,0.0
Denmark,Bornholm (Rønne),wind_region,55.1003,14.7005,5.9,8.0,6.7,3.0,3.7,0.0,0.0
Denmark,Copenhagen,major_city,55.6761,12.5683,4.4,6.6,5.1,2.0,2.3,0.0,0.0
