Country,Location,Type,Lat,Lon,Temp_Min,Temp_Max,Temp_Avg,Wind_Avg,Wind_Max,Precip_Total,Cloud_Avg
Sweden,Norrköping,city,58.5877,16.1924,5.8,8.0,6.8,5.4,7.0,0.0,6.7
Sweden,Malmö,major_city,55.605,13.0038,7.2,8.2,7.7,4.9,6.2,0.0,8.0
Sweden,Västerås,city,59.6099,16.5448,4.2,7.1,6.0,5.3,7.2,0.1,7.5
Sweden,Uppsala,city,59.8586,17.6389,4.4,7.5,6.5,6.2,7.9,0.0,7.4
Sweden,Linköping,city,58.4108,15.6214,5.1,7.6,6.3,5.6,7.0,0.0,6.3
Sweden,Gothenburg,major_city,57.7089,11.9746,6.7,7.9,7.5,7.1,9.0,3.0,8.0
Sweden,Helsingborg,city,56.0465,12.6945,6.9,8.0,7.4,5.5,7.3,0.0,7.6
Sweden,Stockholm,major_city,59.3293,18.0686,6.0,7.6,6.8,6.3,8.0,0.0,6.1
Sweden,Jönköping,city,57.7826,14.1618,5.9,7.6,6.9,5.5,7.1,0.1,8.0
Sweden,Örebro,city,59.2753,15.2134,5.6,7.8,6.9,6.0,8.5,0.7999999999999999,8.0
Sweden,Luleå,hydro_region,65.5848,22.1547,1.5,3.6,2.5,6.6,10.3,0.7999999999999999,6.6
Sweden,Kiruna,hydro_region,67.8558,20.2253,-3.9,-1.0,-2.0,7.5,14.0,0.2,7.8
Sweden,Sundsvall,hydro_region,62.3908,17.3069,1.5,5.0,3.6,4.1,6.3,0.1,2.9
Sweden,Umeå,hydro_region,63.8258,20.263,2.3,5.3,4.0,6.3,9.3,1.6,5.4
Sweden,Östersund,hydro_region,63.1792,14.6357,-0.3,3.8,2.4,4.2,6.2,0.1,5.0
Sweden,Öland (Borgholm),wind_region,56.8797,16.6564,5.6,7.2,6.4,7.0,8.9,0.0,6.6
Sweden,Halland (Varberg),wind_region,57.1057,12.2508,6.5,7.8,7.2,7.7,8.8,0.8999999999999999,7.7
Sweden,Gällivare,hydro_region,67.1355,20.667,-2.6,1.1,-0.5,4.7,10.6,0.7,7.8
Sweden,Gotland (Visby),wind_region,57.6348,18.2948,5.7,7.7,6.7,7.0,8.6,0.0,4.3
Sweden,Skåne (Kristianstad),wind_region,56.0294,14.1567,5.1,8.1,6.8,3.1,4.2,0.0,7.7
Sweden,Borlänge,industrial,60.4858,15.4371,-0.6,6.8,4.7,5.0,6.7,0.5,5.3
Sweden,Sandviken,industrial,60.616,16.7709,1.3,7.4,5.5,5.7,7.8,0.4,5.2
Sweden,Blekinge (Karlskrona),wind_region,56.1612,15.5869,7.1,7.7,7.4,6.3,9.7,0.0,7.1
Sweden,Trollhättan,industrial,58.2837,12.2886,5.8,7.3,6.9,5.6,8.0,5.4,8.0
Norway,Bodø,hydro_region,67.2804,14.4049,2.2,6.9,5.2,8.1,18.0,3.0,8.0
Norway,Stavanger,major_city,58.97,5.7331,4.7,7.9,6.3,2.7,5.3,0.5,5.6
Norway,Tromsø,hydro_region,69.6492,18.9553,0.4,3.2,1.9,4.5,7.5,5.9,7.9
Norway,Ålesund,hydro_region,62.4722,6.1549,4.1,6.3,5.1,7.9,12.6,10.4,7.7
Norway,Oslo,major_city,59.9139,10.7522,0.3,6.7,4.0,3.7,6.2,0.0,3.2
Norway,Bergen,major_city,60.3913,5.3221,1.2,5.8,3.9,3.0,7.3,3.3,5.2
Norway,Trondheim,major_city,63.4305,10.3951,1.4,6.5,3.8,5.3,11.5,7.299999999999999,7.5
Norway,Kristiansand,hydro_region,58.1599,8.0182,3.5,8.1,5.9,3.5,6.3,4.9,6.6
Finland,Turku,major_city,60.4518,22.2666,6.4,7.9,7.4,7.6,8.8,0.0,7.1
Finland,Lapland (Rovaniemi),wind_region,66.5039,25.7294,2.3,4.1,3.4,7.0,7.6,5.9,8.0
Finland,Vaasa,wind_region,63.096,21.6158,4.9,6.6,6.0,10.3,11.5,1.5000000000000004,6.4
Finland,Helsinki,major_city,60.1699,24.9384,5.8,7.1,6.3,11.5,12.3,2.400000000000001,8.0
Finland,Tampere,major_city,61.4978,23.761,5.7,6.6,6.4,7.7,8.9,1.5,8.0
Finland,Eurajoki (Olkiluoto),nuclear,61.2351,21.4845,6.4,7.5,6.9,7.8,9.3,0.0,6.7
Finland,Espoo,major_city,60.2055,24.6559,5.2,7.0,6.0,7.1,7.6,3.2000000000000006,8.0
Finland,Loviisa,nuclear,60.3681,26.3581,4.7,5.5,5.2,12.5,13.5,1.9000000000000004,8.0
Finland,Oulu,major_city,65.0121,25.4651,3.6,4.6,4.2,6.3,9.6,3.0999999999999996,8.0
Denmark,Esbjerg,wind_region,55.4669,8.4597,7.2,8.4,7.8,7.5,9.8,0.6,7.4
Denmark,Bornholm (Rønne),wind_region,55.1003,14.7005,7.0,7.8,7.5,6.7,8.2,0.0,8.0
Denmark,Ringkøbing,wind_region,56.0905,8.244,7.6,8.8,8.1,7.9,10.1,3.9,7.9
Denmark,Aalborg,major_city,57.0488,9.9187,7.1,8.7,7.6,5.0,7.9,3.1,7.3
Denmark,Odense,major_city,55.4038,10.4024,7.3,8.5,7.8,5.4,6.1,0.0,7.6
Denmark,Copenhagen,major_city,55.6761,12.5683,7.4,8.4,7.8,4.7,5.9,0.0,7.6
Denmark,Aarhus,major_city,56.1629,10.2039,6.4,8.2,7.4,4.4,5.7,0.30000000000000004,7.4
