Country,Location,Type,Lat,Lon,Temp_Min,Temp_Max,Temp_Avg,Wind_Avg,Wind_Max,Precip_Total,Cloud_Avg
Sweden,Uppsala,city,59.8586,17.6389,8.1,13.8,12.0,4.3,5.2,5.000000000000001,8.0
Sweden,Gothenburg,major_city,57.7089,11.9746,12.9,13.8,13.4,5.1,6.3,6.300000000000001,8.0
Sweden,Örebro,city,59.2753,15.2134,9.8,13.8,12.8,3.6,4.3,3.4000000000000004,8.0
Sweden,Linköping,city,58.4108,15.6214,7.9,14.5,12.2,3.6,4.5,4.7,7.6
Sweden,Malmö,major_city,55.605,13.0038,12.9,14.2,13.9,3.7,5.2,4.5,7.8
Sweden,Jönköping,city,57.7826,14.1618,8.6,13.1,12.0,3.8,4.6,4.2,7.8
Sweden,Stockholm,major_city,59.3293,18.0686,9.7,13.9,12.7,4.2,5.4,4.3,7.6
Sweden,Västerås,city,59.6099,16.5448,9.8,14.4,12.9,4.0,4.5,5.0,7.9
Sweden,Norrköping,city,58.5877,16.1924,8.5,15.0,12.7,3.4,4.1,5.7,7.9
Sweden,Helsingborg,city,56.0465,12.6945,12.6,14.0,13.5,3.7,5.7,4.8,7.8
Sweden,Luleå,hydro_region,65.5848,22.1547,8.4,10.2,9.6,6.2,8.2,8.0,8.0
Sweden,Kiruna,hydro_region,67.8558,20.2253,4.1,6.1,5.7,6.7,8.3,2.6,8.0
Sweden,Umeå,hydro_region,63.8258,20.263,10.1,11.5,10.8,5.1,6.7,7.299999999999999,8.0
Sweden,Sundsvall,hydro_region,62.3908,17.3069,8.2,12.6,10.8,1.9,2.6,4.8999999999999995,8.0
Sweden,Gällivare,hydro_region,67.1355,20.667,5.9,7.8,7.2,3.4,5.0,4.3999999999999995,8.0
Sweden,Gotland (Visby),wind_region,57.6348,18.2948,10.2,14.5,13.0,4.3,7.2,1.6,7.9
Sweden,Skåne (Kristianstad),wind_region,56.0294,14.1567,9.5,15.4,13.2,2.0,2.9,5.1,8.0
Sweden,Östersund,hydro_region,63.1792,14.6357,7.3,10.0,9.0,2.4,3.5,5.5,8.0
Sweden,Halland (Varberg),wind_region,57.1057,12.2508,13.7,14.2,13.9,5.6,6.9,7.0,8.0
Sweden,Öland (Borgholm),wind_region,56.8797,16.6564,11.1,14.3,13.0,5.0,7.7,3.4999999999999996,7.9
Sweden,Blekinge (Karlskrona),wind_region,56.1612,15.5869,10.1,13.7,12.9,4.1,7.7,5.4,8.0
Sweden,Borlänge,industrial,60.4858,15.4371,7.1,12.2,11.3,2.9,3.6,3.8000000000000003,8.0
Sweden,Sandviken,industrial,60.616,16.7709,8.1,13.0,11.5,4.3,5.2,4.3,8.0
Sweden,Trollhättan,industrial,58.2837,12.2886,11.1,13.3,12.7,3.8,4.7,3.7,8.0
Norway,Trondheim,major_city,63.4305,10.3951,8.4,13.0,10.8,1.9,5.8,3.6000000000000005,7.7
Norway,Oslo,major_city,59.9139,10.7522,10.6,13.6,12.1,1.0,2.8,3.5,8.0
Norway,Kristiansand,hydro_region,58.1599,8.0182,13.0,15.7,14.2,3.1,3.8,1.4000000000000001,8.0
Norway,Bergen,major_city,60.3913,5.3221,9.2,13.1,11.5,3.4,6.5,9.5,7.7
Norway,Ålesund,hydro_region,62.4722,6.1549,10.0,14.4,12.1,6.8,8.9,7.1,6.1
Norway,Stavanger,major_city,58.97,5.7331,12.0,13.8,13.2,3.8,6.3,3.6000000000000005,8.0
Norway,Bodø,hydro_region,67.2804,14.4049,9.2,12.1,10.8,5.1,7.5,7.8999999999999995,6.6
Norway,Tromsø,hydro_region,69.6492,18.9553,8.4,12.7,11.1,7.6,10.5,3.9999999999999996,6.6
Finland,Espoo,major_city,60.2055,24.6559,11.1,13.2,12.2,3.2,4.6,0.1,8.0
Finland,Eurajoki (Olkiluoto),nuclear,61.2351,21.4845,9.5,13.1,12.1,4.8,7.2,0.4,8.0
Finland,Tampere,major_city,61.4978,23.761,9.5,12.1,11.2,4.1,6.3,0.0,8.0
Finland,Loviisa,nuclear,60.3681,26.3581,11.8,12.8,12.3,5.7,7.7,0.0,7.6
Finland,Helsinki,major_city,60.1699,24.9384,12.1,13.4,12.8,5.6,7.3,0.1,8.0
Finland,Oulu,major_city,65.0121,25.4651,9.2,10.1,9.7,5.0,5.7,4.8999999999999995,8.0
Finland,Turku,major_city,60.4518,22.2666,9.6,14.1,12.5,4.6,7.7,0.0,8.0
Finland,Lapland (Rovaniemi),wind_region,66.5039,25.7294,8.8,9.5,9.1,4.8,5.8,6.3999999999999995,8.0
Finland,Vaasa,wind_region,63.096,21.6158,9.4,11.6,11.1,6.4,7.4,2.6,8.0
Denmark,Esbjerg,wind_region,55.4669,8.4597,13.7,15.8,14.6,4.5,5.6,1.5000000000000002,8.0
Denmark,Aarhus,major_city,56.1629,10.2039,12.6,15.7,14.1,3.0,3.8,4.6000000000000005,8.0
Denmark,Bornholm (Rønne),wind_region,55.1003,14.7005,12.0,14.5,13.8,4.2,6.9,5.3,7.4
Denmark,Ringkøbing,wind_region,56.0905,8.244,13.8,15.4,14.4,5.2,5.6,2.2,8.0
Denmark,Aalborg,major_city,57.0488,9.9187,12.3,14.9,13.6,3.9,4.6,6.6000000000000005,8.0
Denmark,Odense,major_city,55.4038,10.4024,12.7,15.5,14.4,3.9,4.7,4.199999999999999,8.0
Denmark,Copenhagen,major_city,55.6761,12.5683,12.4,14.1,13.7,3.1,4.4,4.3999999999999995,7.7
