Country,Location,Type,Lat,Lon,Temp_Min,Temp_Max,Temp_Avg,Wind_Avg,Wind_Max,Precip_Total,Cloud_Avg
Sweden,Stockholm,major_city,59.3293,18.0686,6.9,8.6,7.9,3.1,3.4,0.0,5.3
Sweden,Västerås,city,59.6099,16.5448,6.0,8.0,6.9,2.9,3.3,0.0,5.3
Sweden,Uppsala,city,59.8586,17.6389,5.7,7.6,6.8,3.1,3.6,0.0,4.8
Sweden,Örebro,city,59.2753,15.2134,6.2,7.5,6.6,1.6,2.4,0.1,5.5
Sweden,Malmö,major_city,55.605,13.0038,10.3,10.7,10.5,7.3,7.9,2.0,8.0
Sweden,Linköping,city,58.4108,15.6214,6.1,7.2,6.7,3.2,3.6,0.2,6.5
Sweden,Norrköping,city,58.5877,16.1924,6.1,7.6,6.8,2.8,3.5,0.0,4.8
Sweden,Gothenburg,major_city,57.7089,11.9746,9.6,10.8,10.1,7.3,8.0,6.6000000000000005,8.0
Sweden,Jönköping,city,57.7826,14.1618,7.8,8.5,8.2,4.4,5.6,0.9,8.0
Sweden,Helsingborg,city,56.0465,12.6945,9.8,10.6,10.1,8.0,8.5,2.5,8.0
Sweden,Luleå,hydro_region,65.5848,22.1547,4.0,5.9,5.0,2.5,2.9,0.0,7.5
Sweden,Kiruna,hydro_region,67.8558,20.2253,-0.5,0.1,-0.2,4.7,5.1,0.0,7.5
Sweden,Umeå,hydro_region,63.8258,20.263,2.7,4.0,3.3,1.6,2.3,0.0,8.0
Sweden,Östersund,hydro_region,63.1792,14.6357,2.0,2.5,2.3,3.1,4.1,0.0,6.3
Sweden,Gällivare,hydro_region,67.1355,20.667,0.5,1.5,1.2,0.8,1.5,0.0,8.0
Sweden,Gotland (Visby),wind_region,57.6348,18.2948,8.0,9.4,9.0,5.0,6.6,0.0,5.7
Sweden,Öland (Borgholm),wind_region,56.8797,16.6564,8.1,8.9,8.4,5.8,7.3,0.30000000000000004,6.0
Sweden,Skåne (Kristianstad),wind_region,56.0294,14.1567,8.4,9.8,9.0,3.7,5.1,0.7,8.0
Sweden,Halland (Varberg),wind_region,57.1057,12.2508,9.8,10.8,10.3,11.1,12.1,6.2,8.0
Sweden,Blekinge (Karlskrona),wind_region,56.1612,15.5869,10.1,10.4,10.2,7.4,8.5,0.30000000000000004,7.5
Sweden,Sandviken,industrial,60.616,16.7709,5.5,6.6,5.9,3.2,4.4,0.0,6.8
Sweden,Borlänge,industrial,60.4858,15.4371,5.1,5.5,5.2,1.8,2.0,0.0,7.0
Sweden,Trollhättan,industrial,58.2837,12.2886,8.4,9.5,8.8,4.2,5.8,3.1,8.0
Sweden,Sundsvall,hydro_region,62.3908,17.3069,2.8,4.7,3.7,1.8,2.1,0.0,4.8
Norway,Bodø,hydro_region,67.2804,14.4049,5.2,6.3,5.9,5.1,5.4,1.2999999999999998,8.0
Norway,Bergen,major_city,60.3913,5.3221,9.7,10.6,10.1,8.2,9.6,1.2,8.0
Norway,Tromsø,hydro_region,69.6492,18.9553,1.9,2.2,2.0,2.4,2.9,0.0,3.0
Norway,Trondheim,major_city,63.4305,10.3951,4.6,7.8,6.2,3.6,4.8,0.1,6.0
Norway,Kristiansand,hydro_region,58.1599,8.0182,11.2,11.8,11.5,4.0,4.3,0.7999999999999999,8.0
Norway,Oslo,major_city,59.9139,10.7522,8.8,9.1,9.0,2.9,3.4,2.4,7.8
Norway,Stavanger,major_city,58.97,5.7331,11.2,12.2,11.9,6.8,8.2,1.7000000000000002,8.0
Norway,Ålesund,hydro_region,62.4722,6.1549,10.4,12.6,11.5,6.9,9.2,1.3,8.0
Finland,Loviisa,nuclear,60.3681,26.3581,7.7,8.7,8.3,3.3,4.0,0.0,8.0
Finland,Espoo,major_city,60.2055,24.6559,6.7,7.4,7.1,2.5,3.6,0.0,8.0
Finland,Helsinki,major_city,60.1699,24.9384,7.3,8.0,7.6,4.0,5.0,0.0,8.0
Finland,Oulu,major_city,65.0121,25.4651,6.2,6.6,6.5,3.7,5.1,0.0,8.0
Finland,Eurajoki (Olkiluoto),nuclear,61.2351,21.4845,7.5,8.2,7.9,3.3,4.0,0.0,7.7
Finland,Lapland (Rovaniemi),wind_region,66.5039,25.7294,4.8,5.3,5.1,2.9,4.3,0.1,8.0
Finland,Vaasa,wind_region,63.096,21.6158,7.5,7.9,7.8,6.0,6.4,0.0,8.0
Finland,Tampere,major_city,61.4978,23.761,6.3,6.6,6.4,3.2,4.1,0.0,8.0
Finland,Turku,major_city,60.4518,22.2666,7.0,7.4,7.3,2.8,3.8,0.0,7.8
Denmark,Aalborg,major_city,57.0488,9.9187,9.7,12.1,10.7,6.1,7.1,1.2000000000000002,8.0
Denmark,Odense,major_city,55.4038,10.4024,9.7,11.6,10.6,8.4,9.1,1.4000000000000001,7.7
Denmark,Aarhus,major_city,56.1629,10.2039,9.6,12.0,10.7,6.9,7.4,1.1,7.8
Denmark,Esbjerg,wind_region,55.4669,8.4597,11.9,12.5,12.2,10.0,11.0,0.6,6.5
Denmark,Copenhagen,major_city,55.6761,12.5683,10.1,10.6,10.2,6.9,7.2,1.9000000000000001,8.0
Denmark,Bornholm (Rønne),wind_region,55.1003,14.7005,10.5,10.9,10.7,9.6,10.8,0.30000000000000004,8.0
Denmark,Ringkøbing,wind_region,56.0905,8.244,12.0,12.6,12.3,9.7,10.4,0.2,7.3
