Country,Location,Type,Lat,Lon,Temp_Min,Temp_Max,Temp_Avg,Wind_Avg,Wind_Max,Precip_Total,Cloud_Avg
Sweden,Helsingborg,city,56.0465,12.6945,10.5,14.0,12.6,3.8,6.0,0.0,6.2
Sweden,Västerås,city,59.6099,16.5448,7.6,14.5,11.3,2.2,3.2,0.0,5.6
Sweden,Norrköping,city,58.5877,16.1924,9.2,15.1,12.1,1.8,3.1,0.0,5.6
Sweden,Uppsala,city,59.8586,17.6389,7.0,13.3,10.2,2.0,3.2,0.0,6.8
Sweden,Gothenburg,major_city,57.7089,11.9746,10.5,14.4,12.4,2.1,3.0,0.0,6.6
Sweden,Linköping,city,58.4108,15.6214,9.1,14.4,11.6,1.8,2.7,0.0,6.1
Sweden,Örebro,city,59.2753,15.2134,9.0,15.5,12.3,1.4,2.3,0.0,5.6
Sweden,Jönköping,city,57.7826,14.1618,8.3,12.4,10.8,1.9,3.5,0.0,6.8
Sweden,Stockholm,major_city,59.3293,18.0686,10.0,14.2,11.8,2.1,2.9,0.0,6.7
Sweden,Malmö,major_city,55.605,13.0038,11.7,14.3,13.1,5.1,6.5,0.0,5.6
Sweden,Luleå,hydro_region,65.5848,22.1547,9.1,10.2,9.6,2.3,2.7,0.0,8.0
Sweden,Kiruna,hydro_region,67.8558,20.2253,4.3,6.1,5.2,4.3,5.2,0.6,8.0
Sweden,Umeå,hydro_region,63.8258,20.263,7.6,12.1,9.6,1.5,2.2,0.0,7.9
Sweden,Sundsvall,hydro_region,62.3908,17.3069,6.6,13.6,9.7,1.8,3.6,0.0,4.1
Sweden,Östersund,hydro_region,63.1792,14.6357,4.9,11.2,8.9,2.2,3.7,0.0,5.4
Sweden,Öland (Borgholm),wind_region,56.8797,16.6564,11.3,13.4,12.4,5.7,8.2,0.2,5.6
Sweden,Gotland (Visby),wind_region,57.6348,18.2948,9.4,14.5,12.1,2.2,3.6,2.3,6.6
Sweden,Gällivare,hydro_region,67.1355,20.667,5.4,7.2,6.3,1.7,2.6,0.8999999999999999,8.0
Sweden,Halland (Varberg),wind_region,57.1057,12.2508,9.9,14.2,12.3,3.3,4.8,0.0,5.7
Sweden,Skåne (Kristianstad),wind_region,56.0294,14.1567,9.8,15.5,12.7,3.4,4.5,0.0,5.8
Sweden,Blekinge (Karlskrona),wind_region,56.1612,15.5869,10.6,15.1,13.0,3.6,6.1,0.0,6.5
Sweden,Borlänge,industrial,60.4858,15.4371,5.4,13.9,9.4,1.5,2.9,0.0,4.4
Sweden,Sandviken,industrial,60.616,16.7709,8.2,13.7,10.9,1.8,3.0,0.0,5.7
Sweden,Trollhättan,industrial,58.2837,12.2886,9.0,13.3,11.1,1.2,2.6,0.0,6.8
Norway,Oslo,major_city,59.9139,10.7522,6.8,14.5,11.8,1.9,3.2,0.4,5.5
Norway,Trondheim,major_city,63.4305,10.3951,8.5,12.8,11.2,1.5,3.4,6.699999999999999,7.7
Norway,Kristiansand,hydro_region,58.1599,8.0182,9.1,16.6,13.2,1.8,3.2,0.0,6.8
Norway,Bodø,hydro_region,67.2804,14.4049,9.5,11.7,10.7,3.9,6.4,2.4000000000000004,6.6
Norway,Tromsø,hydro_region,69.6492,18.9553,7.0,12.6,10.5,5.2,7.2,0.1,2.2
Norway,Ålesund,hydro_region,62.4722,6.1549,10.8,14.7,13.0,5.2,8.9,3.6,8.0
Norway,Stavanger,major_city,58.97,5.7331,10.1,13.1,12.3,2.8,4.0,0.9999999999999999,7.6
Norway,Bergen,major_city,60.3913,5.3221,9.9,12.4,11.1,6.1,7.3,4.1,8.0
Finland,Helsinki,major_city,60.1699,24.9384,10.6,12.4,11.6,4.7,6.2,4.999999999999999,8.0
Finland,Oulu,major_city,65.0121,25.4651,8.9,10.5,9.5,3.2,3.6,0.9999999999999999,8.0
Finland,Turku,major_city,60.4518,22.2666,7.8,13.2,10.8,1.7,3.2,0.5,7.6
Finland,Loviisa,nuclear,60.3681,26.3581,10.6,11.9,11.4,4.4,5.7,0.7,7.5
Finland,Lapland (Rovaniemi),wind_region,66.5039,25.7294,7.6,8.6,8.1,2.5,2.9,2.500000000000001,8.0
Finland,Eurajoki (Olkiluoto),nuclear,61.2351,21.4845,9.3,12.5,10.6,1.3,2.1,0.9,7.8
Finland,Vaasa,wind_region,63.096,21.6158,7.8,11.0,9.5,1.5,2.4,1.0999999999999999,8.0
Finland,Tampere,major_city,61.4978,23.761,8.3,11.9,10.0,1.9,2.2,3.2,8.0
Finland,Espoo,major_city,60.2055,24.6559,10.2,11.8,11.0,2.6,3.6,5.5,8.0
Denmark,Aarhus,major_city,56.1629,10.2039,10.9,15.6,13.3,3.7,5.3,0.0,6.1
Denmark,Aalborg,major_city,57.0488,9.9187,10.4,14.7,13.0,3.0,4.1,0.0,5.8
Denmark,Esbjerg,wind_region,55.4669,8.4597,12.6,15.0,13.8,3.9,7.1,0.2,7.7
Denmark,Ringkøbing,wind_region,56.0905,8.244,12.4,14.5,13.6,4.5,8.6,0.2,7.3
Denmark,Bornholm (Rønne),wind_region,55.1003,14.7005,12.2,14.8,13.6,7.2,11.1,0.0,5.7
Denmark,Odense,major_city,55.4038,10.4024,11.5,16.1,13.7,4.1,6.5,0.0,5.9
Denmark,Copenhagen,major_city,55.6761,12.5683,10.1,14.5,12.7,3.3,4.9,0.1,6.1
