Country,Location,Type,Lat,Lon,Temp_Min,Temp_Max,Temp_Avg,Wind_Avg,Wind_Max,Precip_Total,Cloud_Avg
Sweden,Örebro,city,59.2753,15.2134,4.7,5.9,5.3,2.9,3.6,6.899999999999999,7.7
Sweden,Helsingborg,city,56.0465,12.6945,6.3,7.7,7.0,8.3,10.8,2.0,7.2
Sweden,Linköping,city,58.4108,15.6214,4.8,5.8,5.4,4.1,5.1,0.4,7.8
Sweden,Jönköping,city,57.7826,14.1618,5.5,6.6,6.1,5.6,7.7,1.3,8.0
Sweden,Stockholm,major_city,59.3293,18.0686,5.8,7.0,6.5,5.1,6.9,2.8000000000000003,8.0
Sweden,Västerås,city,59.6099,16.5448,4.5,5.3,4.9,3.4,4.3,8.299999999999999,7.9
Sweden,Gothenburg,major_city,57.7089,11.9746,6.5,7.5,7.0,7.6,10.8,6.699999999999998,8.0
Sweden,Malmö,major_city,55.605,13.0038,6.6,7.9,7.3,6.8,9.0,0.7999999999999999,6.8
Sweden,Uppsala,city,59.8586,17.6389,3.4,6.3,5.1,4.1,6.6,5.9,8.0
Sweden,Norrköping,city,58.5877,16.1924,4.8,5.9,5.6,3.7,4.3,1.2,7.8
Sweden,Luleå,hydro_region,65.5848,22.1547,-5.6,0.0,-3.0,3.2,5.6,0.0,3.1
Sweden,Kiruna,hydro_region,67.8558,20.2253,-10.9,-5.2,-7.0,4.6,6.6,0.0,1.5
Sweden,Umeå,hydro_region,63.8258,20.263,-3.0,0.3,-1.6,2.0,3.4,1.9000000000000001,6.1
Sweden,Östersund,hydro_region,63.1792,14.6357,-3.6,-2.3,-2.7,2.0,4.1,4.6,7.9
Sweden,Gällivare,hydro_region,67.1355,20.667,-13.0,-4.0,-7.6,4.1,6.6,0.0,1.8
Sweden,Sundsvall,hydro_region,62.3908,17.3069,-1.0,1.1,0.2,2.2,3.8,9.4,7.9
Sweden,Skåne (Kristianstad),wind_region,56.0294,14.1567,5.8,7.2,6.7,4.4,6.3,0.2,7.7
Sweden,Halland (Varberg),wind_region,57.1057,12.2508,6.7,7.4,7.0,10.8,14.4,4.199999999999999,8.0
Sweden,Gotland (Visby),wind_region,57.6348,18.2948,6.3,7.4,6.7,6.2,7.5,0.7,8.0
Sweden,Öland (Borgholm),wind_region,56.8797,16.6564,5.6,6.8,6.4,7.1,8.5,0.2,7.9
Sweden,Blekinge (Karlskrona),wind_region,56.1612,15.5869,6.8,7.3,7.1,8.0,10.4,0.5,7.9
Sweden,Borlänge,industrial,60.4858,15.4371,-1.6,2.1,0.6,1.0,2.0,9.799999999999999,8.0
Sweden,Sandviken,industrial,60.616,16.7709,-0.9,3.9,1.5,2.1,3.3,9.599999999999998,8.0
Sweden,Trollhättan,industrial,58.2837,12.2886,5.5,6.7,6.1,4.3,6.9,5.1000000000000005,8.0
Norway,Ålesund,hydro_region,62.4722,6.1549,1.7,3.2,2.4,3.2,5.1,0.0,6.8
Norway,Bergen,major_city,60.3913,5.3221,1.9,3.3,2.8,1.6,2.8,4.1,7.8
Norway,Tromsø,hydro_region,69.6492,18.9553,-1.6,0.6,-0.5,6.0,9.9,9.5,7.2
Norway,Oslo,major_city,59.9139,10.7522,1.6,3.7,2.6,5.4,8.8,14.500000000000002,8.0
Norway,Kristiansand,hydro_region,58.1599,8.0182,3.6,7.9,6.1,6.6,9.2,20.3,6.8
Norway,Stavanger,major_city,58.97,5.7331,5.5,7.7,6.7,4.3,5.9,5.499999999999999,7.6
Norway,Trondheim,major_city,63.4305,10.3951,-0.7,0.3,-0.1,2.9,5.3,1.7000000000000002,7.8
Norway,Bodø,hydro_region,67.2804,14.4049,-1.0,2.9,1.4,4.9,10.3,5.099999999999999,6.8
Finland,Lapland (Rovaniemi),wind_region,66.5039,25.7294,-6.9,0.4,-3.9,3.9,7.6,0.0,2.2
Finland,Turku,major_city,60.4518,22.2666,2.9,6.5,4.9,4.4,7.6,0.8999999999999999,7.9
Finland,Tampere,major_city,61.4978,23.761,2.4,4.3,3.1,3.5,5.5,1.3000000000000003,7.7
Finland,Vaasa,wind_region,63.096,21.6158,0.5,3.5,1.6,3.5,6.6,5.5,6.8
Finland,Espoo,major_city,60.2055,24.6559,2.7,6.0,4.3,3.8,5.5,0.2,7.9
Finland,Oulu,major_city,65.0121,25.4651,-1.3,2.6,0.6,4.7,7.2,0.0,4.2
Finland,Eurajoki (Olkiluoto),nuclear,61.2351,21.4845,1.2,5.5,3.5,3.4,6.7,3.3000000000000007,7.8
Finland,Helsinki,major_city,60.1699,24.9384,3.5,6.6,5.5,6.6,8.6,0.30000000000000004,7.9
Finland,Loviisa,nuclear,60.3681,26.3581,3.9,6.3,5.4,7.0,9.8,0.0,7.9
Denmark,Ringkøbing,wind_region,56.0905,8.244,7.2,8.1,7.7,14.1,16.8,3.3,7.3
Denmark,Odense,major_city,55.4038,10.4024,6.4,8.2,7.3,8.0,11.5,0.8999999999999999,6.5
Denmark,Aalborg,major_city,57.0488,9.9187,6.4,7.7,7.2,7.6,11.6,2.4,7.8
Denmark,Esbjerg,wind_region,55.4669,8.4597,7.5,8.1,7.7,11.9,14.2,1.8000000000000003,6.4
Denmark,Copenhagen,major_city,55.6761,12.5683,6.5,8.0,7.3,6.6,8.1,1.1,6.8
Denmark,Aarhus,major_city,56.1629,10.2039,6.5,7.7,7.2,7.6,10.0,1.6000000000000005,7.4
Denmark,Bornholm (Rønne),wind_region,55.1003,14.7005,6.7,7.5,7.1,9.7,10.3,0.1,7.4
