Country,Location,Type,Lat,Lon,Temp_Min,Temp_Max,Temp_Avg,Wind_Avg,Wind_Max,Precip_Total,Cloud_Avg
Sweden,Stockholm,major_city,59.3293,18.0686,12.0,17.3,15.0,3.3,4.7,0.0,6.7
Sweden,Uppsala,city,59.8586,17.6389,11.5,18.0,15.1,3.2,4.7,0.0,6.4
Sweden,Malmö,major_city,55.605,13.0038,15.0,21.1,18.4,4.8,7.2,0.0,0.2
Sweden,Helsingborg,city,56.0465,12.6945,13.8,20.0,17.3,4.3,7.7,0.0,0.3
Sweden,Gothenburg,major_city,57.7089,11.9746,12.6,19.6,16.5,3.5,5.6,0.0,1.5
Sweden,Norrköping,city,58.5877,16.1924,12.8,19.0,16.2,2.6,4.2,0.0,4.8
Sweden,Västerås,city,59.6099,16.5448,11.4,18.3,15.1,2.3,4.8,0.0,6.0
Sweden,Jönköping,city,57.7826,14.1618,12.0,18.4,15.2,2.7,3.9,0.0,1.2
Sweden,Linköping,city,58.4108,15.6214,11.9,18.3,15.3,2.4,3.8,0.0,3.7
Sweden,Örebro,city,59.2753,15.2134,12.1,18.6,15.9,2.1,3.6,0.0,5.1
Sweden,Umeå,hydro_region,63.8258,20.263,9.4,16.1,13.3,2.8,3.7,0.0,4.2
Sweden,Luleå,hydro_region,65.5848,22.1547,9.3,14.6,12.5,4.3,6.5,0.1,4.9
Sweden,Gällivare,hydro_region,67.1355,20.667,4.4,12.1,9.4,3.6,6.0,0.30000000000000004,6.1
Sweden,Gotland (Visby),wind_region,57.6348,18.2948,9.4,16.3,14.2,4.3,6.5,0.0,3.9
Sweden,Kiruna,hydro_region,67.8558,20.2253,2.6,9.9,7.4,4.6,6.4,0.0,5.9
Sweden,Sundsvall,hydro_region,62.3908,17.3069,10.2,16.5,13.7,4.0,5.0,0.0,5.7
Sweden,Östersund,hydro_region,63.1792,14.6357,8.1,11.7,10.1,4.6,5.1,0.0,7.8
Sweden,Halland (Varberg),wind_region,57.1057,12.2508,12.3,18.3,16.0,5.0,8.3,0.0,0.9
Sweden,Öland (Borgholm),wind_region,56.8797,16.6564,13.8,18.1,15.9,4.9,8.0,0.1,2.6
Sweden,Skåne (Kristianstad),wind_region,56.0294,14.1567,13.0,23.0,18.7,3.1,4.8,0.0,1.1
Sweden,Blekinge (Karlskrona),wind_region,56.1612,15.5869,14.4,19.5,17.2,4.4,6.2,0.0,3.2
Sweden,Borlänge,industrial,60.4858,15.4371,10.7,17.0,14.2,2.5,4.5,0.0,6.1
Sweden,Sandviken,industrial,60.616,16.7709,11.4,17.7,14.9,2.5,4.2,0.0,6.4
Sweden,Trollhättan,industrial,58.2837,12.2886,11.8,19.6,15.9,2.2,4.1,0.1,2.9
Norway,Bergen,major_city,60.3913,5.3221,10.5,15.5,13.4,4.6,6.9,0.0,3.9
Norway,Stavanger,major_city,58.97,5.7331,12.3,16.1,14.6,4.8,6.4,0.0,3.0
Norway,Kristiansand,hydro_region,58.1599,8.0182,11.0,18.3,15.6,3.9,6.1,0.0,1.7
Norway,Trondheim,major_city,63.4305,10.3951,8.6,11.5,10.4,2.9,3.8,3.6,8.0
Norway,Tromsø,hydro_region,69.6492,18.9553,6.2,9.5,8.2,2.7,4.9,5.499999999999999,7.7
Norway,Oslo,major_city,59.9139,10.7522,12.1,19.3,16.0,3.0,7.0,2.4,5.1
Norway,Ålesund,hydro_region,62.4722,6.1549,10.3,12.0,11.2,3.0,4.3,1.4000000000000004,7.0
Norway,Bodø,hydro_region,67.2804,14.4049,9.3,11.8,10.5,5.5,7.2,2.9,7.9
Finland,Turku,major_city,60.4518,22.2666,10.1,17.3,14.2,3.9,4.9,0.0,3.4
Finland,Espoo,major_city,60.2055,24.6559,7.2,16.2,13.2,2.7,4.1,0.0,2.9
Finland,Tampere,major_city,61.4978,23.761,9.0,14.8,12.7,3.9,4.9,0.0,3.9
Finland,Lapland (Rovaniemi),wind_region,66.5039,25.7294,6.4,12.7,10.3,3.5,4.5,0.1,6.1
Finland,Helsinki,major_city,60.1699,24.9384,10.8,16.9,14.7,3.8,5.1,0.0,3.1
Finland,Eurajoki (Olkiluoto),nuclear,61.2351,21.4845,11.8,15.0,13.8,4.1,6.3,0.8,4.2
Finland,Loviisa,nuclear,60.3681,26.3581,10.8,16.2,14.0,4.0,5.1,0.0,3.2
Finland,Vaasa,wind_region,63.096,21.6158,10.7,15.3,13.3,3.5,5.2,0.0,4.2
Finland,Oulu,major_city,65.0121,25.4651,9.3,14.0,12.0,5.0,6.2,1.7999999999999998,6.7
Denmark,Aarhus,major_city,56.1629,10.2039,13.1,21.2,18.2,3.3,4.6,0.0,0.6
Denmark,Ringkøbing,wind_region,56.0905,8.244,13.3,21.4,17.9,4.3,7.0,0.0,0.6
Denmark,Copenhagen,major_city,55.6761,12.5683,14.7,21.3,18.3,3.2,4.9,0.0,0.2
Denmark,Bornholm (Rønne),wind_region,55.1003,14.7005,16.9,20.1,18.5,4.9,7.1,0.0,1.4
Denmark,Odense,major_city,55.4038,10.4024,12.1,20.7,17.9,3.8,6.0,0.0,0.1
Denmark,Aalborg,major_city,57.0488,9.9187,13.6,20.9,17.4,3.5,5.3,0.0,1.4
Denmark,Esbjerg,wind_region,55.4669,8.4597,12.3,22.2,18.1,4.2,5.3,0.0,0.3
